month,openrank,activity,issue_response_time,change_request_response_time,inactive_contributors,rank_velocity,activity_ma3,churn_risk_activity,inactive_diff,churn_risk_contributor
2019-09-01,368.89,1409.68,0,0,1728.0,18.349999999999966,1430.1899999999998,0,36.0,1
2019-10-01,377.4,1629.02,0,0,1742.0,8.509999999999991,1481.2366666666667,0,14.0,1
2019-11-01,381.13,1602.68,0,0,1751.0,3.730000000000018,1547.1266666666668,0,9.0,1
2019-12-01,383.67,1368.56,0,0,1768.0,2.5400000000000205,1533.4199999999998,0,17.0,1
2020-01-01,353.04,1491.74,0,0,1806.0,-30.629999999999995,1487.6599999999999,0,38.0,1
2020-02-01,332.73,1403.35,0,0,1844.0,-20.310000000000002,1421.2166666666665,0,38.0,1
2020-03-01,360.2,1518.25,0,0,1877.0,27.46999999999997,1471.1133333333335,0,33.0,1
2020-04-01,371.48,1687.57,0,0,1910.0,11.28000000000003,1536.39,0,33.0,1
2020-05-01,358.08,1661.35,0,0,1947.0,-13.400000000000034,1622.3899999999996,0,37.0,1
2020-06-01,373.67,1609.87,0,0,1973.0,15.590000000000032,1652.9299999999996,0,26.0,1
2020-07-01,404.04,1790.11,0,0,2000.0,30.370000000000005,1687.11,0,27.0,1
2020-08-01,447.04,1709.41,0,0,2031.0,43.0,1703.1299999999999,0,31.0,1
2020-09-01,472.61,1793.36,0,0,2058.0,25.569999999999993,1764.293333333333,0,27.0,1
2020-10-01,472.55,1858.46,0,0,2093.0,-0.060000000000002274,1787.0766666666666,0,35.0,1
2020-11-01,434.64,1621.11,0,0,2116.0,-37.910000000000025,1757.6433333333332,0,23.0,1
2020-12-01,448.42,1700.36,0,0,2154.0,13.78000000000003,1726.6433333333334,0,38.0,1
2021-01-01,447.88,1708.49,0,0,2189.0,-0.5400000000000205,1676.6533333333334,0,35.0,1
2021-02-01,464.02,1775.02,0,0,2219.0,16.139999999999986,1727.9566666666667,0,30.0,1
2021-03-01,450.88,1809.58,0,0,2251.0,-13.139999999999986,1764.3633333333335,0,32.0,1
2021-04-01,454.31,1714.75,0,0,2296.0,3.430000000000007,1766.4499999999998,0,45.0,1
2021-05-01,472.77,1739.6,0,0,2337.0,18.45999999999998,1754.6433333333332,0,41.0,1
2021-06-01,433.24,1492.19,0,0,2367.0,-39.52999999999997,1648.8466666666666,0,30.0,1
2021-07-01,456.92,1636.41,0,0,2403.0,23.680000000000007,1622.7333333333333,0,36.0,1
2021-08-01,452.66,1537.68,0,0,2447.0,-4.259999999999991,1555.4266666666665,0,44.0,1
2021-09-01,445.47,1681.28,0,0,2485.0,-7.189999999999998,1618.4566666666667,0,38.0,1
2021-10-01,428.0,1642.0,0,0,2516.0,-17.470000000000027,1620.32,0,31.0,1
2021-11-01,397.48,1581.3,0,0,2554.0,-30.519999999999982,1634.86,0,38.0,1
2021-12-01,431.71,1798.08,0,0,2571.0,34.22999999999996,1673.7933333333333,0,17.0,1
2022-01-01,427.98,1848.68,0,0,2600.0,-3.7299999999999613,1742.6866666666665,0,29.0,1
2022-02-01,426.93,1577.34,0,0,2625.0,-1.0500000000000114,1741.3666666666666,0,25.0,1
2022-03-01,426.05,1691.22,0,0,2665.0,-0.8799999999999955,1705.7466666666667,0,40.0,1
2022-04-01,448.68,1721.17,0,0,2671.0,22.629999999999995,1663.243333333333,0,6.0,1
2022-05-01,428.98,1697.19,0,0,2684.0,-19.69999999999999,1703.1933333333334,0,13.0,1
2022-06-01,448.1,1726.8,0,0,2718.0,19.120000000000005,1715.0533333333333,0,34.0,1
2022-07-01,464.66,1923.92,0,0,2749.0,16.560000000000002,1782.6366666666665,0,31.0,1
2022-08-01,510.14,2204.82,0,0,2766.0,45.47999999999996,1951.8466666666666,0,17.0,1
2022-09-01,496.31,1849.49,0,0,2808.0,-13.829999999999984,1992.743333333333,0,42.0,1
2022-10-01,481.16,1833.84,0,0,2836.0,-15.149999999999977,1962.7166666666665,0,28.0,1
2022-11-01,517.89,1907.44,0,0,2874.0,36.72999999999996,1863.59,0,38.0,1
2022-12-01,504.94,1715.55,0,0,2917.0,-12.949999999999989,1818.9433333333334,0,43.0,1
2023-01-01,492.65,1869.57,0,0,2941.0,-12.29000000000002,1830.8533333333332,0,24.0,1
2023-02-01,480.74,1733.75,0,0,2989.0,-11.909999999999968,1772.9566666666663,0,48.0,1
2023-03-01,490.08,1830.5,0,0,3030.0,9.339999999999975,1811.2733333333333,0,41.0,1
2023-04-01,485.56,1752.92,0,0,3068.0,-4.519999999999982,1772.39,0,38.0,1
2023-05-01,480.44,1690.63,0,0,3091.0,-5.1200000000000045,1758.0166666666664,0,23.0,1
2023-06-01,454.69,1640.42,0,0,3119.0,-25.75,1694.6566666666665,0,28.0,1
2023-07-01,440.1,1640.77,0,0,3159.0,-14.589999999999975,1657.2733333333333,0,40.0,1
2023-08-01,446.87,1750.85,0,0,3189.0,6.769999999999982,1677.3466666666664,0,30.0,1
2023-09-01,425.94,1546.3,0,0,3214.0,-20.930000000000007,1645.9733333333331,0,25.0,1
2023-10-01,432.06,1774.24,0,0,3247.0,6.1200000000000045,1690.4633333333331,0,33.0,1
2023-11-01,427.93,1676.84,0,0,3274.0,-4.1299999999999955,1665.793333333333,0,27.0,1
2023-12-01,434.21,1573.28,0,0,3314.0,6.279999999999973,1674.7866666666662,0,40.0,1
2024-01-01,423.92,1701.71,0,0,3331.0,-10.289999999999964,1650.61,0,17.0,1
2024-02-01,466.59,1802.5,0,0,3353.0,42.66999999999996,1692.4966666666667,0,22.0,1
2024-03-01,496.18,1974.97,0,0,3380.0,29.590000000000032,1826.3933333333332,0,27.0,1
2024-04-01,502.84,1767.89,0,0,3412.0,6.659999999999968,1848.4533333333331,0,32.0,1
2024-05-01,463.13,1776.62,0,0,3440.0,-39.70999999999998,1839.8266666666666,0,28.0,1
2024-06-01,484.39,1814.51,0,0,3450.0,21.25999999999999,1786.34,0,10.0,1
2024-07-01,492.86,1864.72,0,0,3487.0,8.470000000000027,1818.6166666666666,0,37.0,1
2024-08-01,499.84,1871.07,0,0,3513.0,6.979999999999961,1850.0999999999997,0,26.0,1
2024-09-01,480.95,1798.8,0,0,3554.0,-18.889999999999986,1844.863333333333,0,41.0,1
2024-10-01,479.93,1833.71,0,0,3578.0,-1.0199999999999818,1834.5266666666666,0,24.0,1
